"CommodityType","HS.Code","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","total","principleExportCategory","Principle.ReExportsCategory","principleImportCategory"
"IMPORT","88079000","Other","OTHER PARTS FOR 8801 / 02 / 06",440110,"Other products","Other products","Other Imports"
"IMPORT","84389000","Parts","CIRCULAR SPINDLE DORPHY & SPACER RING",437819,"Other products","Other products ","Other Imports"
"IMPORT","84521000","Sewing machines of the household type","HAND SEWING MACHINE",436964,"Other products","Other products ","Other Imports"
"IMPORT","19012000","Mixes and doughs for preparation of bakers' wares of 19.05","BAKERS MIXES",435300,"Other products","Other products ","Other Imports"
"IMPORT","85143900","Other","CIRCULATION FURNACE",434879,"Other products","Other products ","Other Imports"
"IMPORT","84142000","Hand or foot-operated air pumps","HAND PUMP",434304,"Other products","Other products ","Other Imports"
"IMPORT","30059000","Other","DRESSINGS OTHER",429916,"Other products","Other products ","Other Imports"
"IMPORT","25010000","Salt (including table salt and denatured salt) and pure sodium chloride, NES","SALT 100G-125G CEREBOS",426815,"Other products","Other products ","Other Imports"
"IMPORT","94054200","Other, designed for use  solely with light-emitting  diode (LED) light sources","LED LIGHT FIREFLY2",426133,"Other products","Other products ","Other Imports"
"IMPORT","40151900","Other","NITRILE RUBBER GLOVES",425919,"Other products","Other products ","Other Imports"
"IMPORT","85287200","Other, colour","TV ELV22508D // 98C655",425480,"Other products","Other products ","Other Imports"
"IMPORT","52105900","Other fabrics","SPUN RAYON",423380,"Other products","Other products ","Other Imports"
"IMPORT","94013900","Other","CHAIRS",421081,"Other products","Other products ","Other Imports"
"IMPORT","85235100","Solid-state non-volatile storage devices","FLASH MEMORY",420430,"Other products","Other products ","Other Imports"
"IMPORT","84743100","Concrete or mortar mixers","CEMENT MIXER",419827,"Other products","Other products ","Other Imports"
"IMPORT","48109900","Other","PAPER",415966,"Other products","Other products ","Other Imports"
"IMPORT","39262000","Articles of apparel and clothing accessories of plastics","DISPOSABLE GLOVES AND APRONS",415861,"Other products","Other products ","Other Imports"
"IMPORT","07020000","Tomatoes fresh or chilled","TOMATOES KG",415630,"Other products","Other products ","Other Imports"
"IMPORT","85312000","Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes","LCD SCREEN",411934,"Other products","Other products ","Other Imports"
"IMPORT","38089100","Insecticides","MORTEIN",411717,"Other products","Other products ","Other Imports"
"IMPORT","85131090","Other","OTHER DIVING TORCH",409599,"Other products","Other products ","Other Imports"
"IMPORT","16010000","Sausages and similar products, of meat, meat offal or blood; food preparations based on","SALAMI",406962,"Other products","Other products ","Other Imports"
"IMPORT","84148000","Other","TURBOCHARGER",402482,"Other products","Other products ","Other Imports"
"IMPORT","35061000","Products put up as glues or adhesives for retail sale, =<1kg","ADHESIVE",402455,"Other products","Other products ","Other Imports"
"IMPORT","28289000","Other","JANOLA BLEACH",401059,"Other products","Other products ","Other Imports"
"IMPORT","34024900","Other","DISHWASHING LIQUID",399353,"Other products","Other products ","Other Imports"
"IMPORT","87150000","Baby carriages and parts thereof","BABY WALKER",398093,"Other products","Other products ","Other Imports"
"IMPORT","84411000","Cutting machines","SMART CUTTING PLOTTER",398031,"Other products","Other products ","Other Imports"
"IMPORT","21023000","Prepared baking powders","GH BAKING POWDER",397503,"Other products","Other products ","Other Imports"
"IMPORT","21011100","Extracts, essences and concentrates","GREAT TASTE WHITE CLASSIC SACHET",396987,"Other products","Other products ","Other Imports"
"IMPORT","39259000","Builders' ware of plastics","CORRUGATED SHEET POLYCARBONATE",396727,"Other products","Other products ","Other Imports"
"IMPORT","49060000","Plans... for architectural... purposes; handwitten texts; photographic reprductions....","WALL DECORATION",396702,"Other products","Other products ","Other Imports"
"IMPORT","34011900","Other","BATHING SOAP",395595,"Other products","Other products ","Other Imports"
"IMPORT","94014900","Other","LEATHER SOFA AND FABRIC SOFA",395077,"Other products","Other products ","Other Imports"
"IMPORT","13023100","Agar-agar","AGAR AGAR",394933,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","HYPERLITE, EXTENSION LADDER 32, FIBERGLASS, ",394827,"Other products","Other products ","Other Imports"
"IMPORT","48236900","Other","PAPER CUPS",394815,"Other products","Other products ","Other Imports"
"IMPORT","20049000","Other vegetables and mixtures of vegetables","FROZEN  VEGETABLES",394581,"Other products","Other products ","Other Imports"
"IMPORT","02032900","Other","PORK-RIBS/SHOULDER/TENDRLOIN/BONELESS",393033,"Other products","Other products ","Other Imports"
"IMPORT","85159000","Parts","BINZEL C/TIP M8",392819,"Other products","Other products ","Other Imports"
"IMPORT","18063100","Filled","FILLED CHOCOLATES",389054,"Other products","Other products ","Other Imports"
"IMPORT","39181000","Of polymers of vinyl chloride","PVC MAT",388673,"Other products","Other products ","Other Imports"
"IMPORT","34012000","Soap in other forms","DAIA POWDER DETERGENT",387123,"Other products","Other products ","Other Imports"
"IMPORT","87083000","Brakes and servo-brakes and parts thereof","BRAKES PAD AND SHOE",386762,"Other products","Other products ","Other Imports"
"IMPORT","86090000","Containers specially designed for transport by one or more methods...,","SOC",386048,"Other products","Other products ","Other Imports"
"IMPORT","12099900","Other","SEEDS",382362,"Other products","Other products ","Other Imports"
"IMPORT","94054900","Other","SOLAR F GARDEN LIGHT",382292,"Other products","Other products ","Other Imports"
"IMPORT","86090000","Containers specially designed for transport by one or more methods...,","40HQ USED CONTAINER",380619,"Other products","Other products ","Other Imports"
"IMPORT","85068000","Other primary cells and primary batteries","BATTERY BL1860 6.0AH",380579,"Other products","Other products ","Other Imports"
"IMPORT","52082900","Other fabrics","SATIN FABRIC/MATERIAL",380073,"Other products","Other products ","Other Imports"
"IMPORT","84198100","For making hot drinks or for cooking or heating food.","CHAR GRILL / OVEN",378495,"Other products","Other products ","Other Imports"
"IMPORT","21031000","Soya sauce","SOY SAUCE",377371,"Other products","Other products ","Other Imports"
"IMPORT","21032000","Tomato ketchup and other tomato sauces","TOMATO SAUCE/PASTE",374784,"Other products","Other products ","Other Imports"
"IMPORT","84138100","Pumps","POOL PUMPS",372981,"Other products","Other products ","Other Imports"
"IMPORT","22090000","Vinegar and substitutes for vinegar obtained from acetic acid","VINEGAR",372491,"Other products","Other products ","Other Imports"
"IMPORT","38089900","Other","SOFTENER",369615,"Other products","Other products ","Other Imports"
"IMPORT","20081900","Other, including mixtures","JIVE ROASTED SALTED PEANUT",368991,"Other products","Other products ","Other Imports"
"IMPORT","84381000","Bakery machinery and machinery for making macaroni, spaghetti, etc","BRAED MAKER",367952,"Other products","Other products ","Other Imports"
"IMPORT","56039400","Weighing more than 150 g/m2","FILTERWRAP 1X50M",366747,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","PLASTIC KITCHENWARE",366617,"Other products","Other products ","Other Imports"
"IMPORT","70169000","Other","GLASS WINDOWS AND FITTINGS",363869,"Other products","Other products ","Other Imports"
"IMPORT","95062900","Other","WATERSPORT EQUIPMENTS",361665,"Other products","Other products ","Other Imports"
"IMPORT","21039000","Other","CONDIMENTS MIX 140G-1L",361518,"Other products","Other products ","Other Imports"
"IMPORT","70199000","Other","COOLITE IR8 GEL COAT",359808,"Other products","Other products ","Other Imports"
"IMPORT","18069000","Other","MILO CEREALS/CHOC DRINK",359750,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","FOOD CONTAINERS",359522,"Other products","Other products ","Other Imports"
"IMPORT","48201000","Registers, account books,order and receipt books, letter pads....,","RECEIPT BOOK",359027,"Other products","Other products ","Other Imports"
"IMPORT","85269100","Radio navigational aid apparatus","VEHICLE NAVIGATION",358301,"Other products","Other products ","Other Imports"
"IMPORT","39249090","Other","TOILET ADAPTOR P-TRAP to S-TRAP",357036,"Other products","Other products ","Other Imports"
"IMPORT","85030000","Parts suitable for use solely or princpally with the machines of heading 85.01 or 85.02","MAGICBUTTON 433MHHZ",355932,"Other products","Other products ","Other Imports"
"IMPORT","68118200","Other sheets, panels, tiles and similar articles","FIBRE CEMENT SHEET 6.0MM RECESSED EDGE",354769,"Other products","Other products ","Other Imports"
"IMPORT","08092900","Others","CHERRIES",353110,"Other products","Other products ","Other Imports"
"IMPORT","85114000","Starter motors and dual purpose startergenerators","STARTER",352828,"Other products","Other products ","Other Imports"
"IMPORT","90283000","Electricity meters","ENERGY METER VM-3P75CT",352741,"Other products","Other products ","Other Imports"
"IMPORT","39229000","Other","CISTERN  PROFILE C/C",351568,"Other products","Other products ","Other Imports"
"IMPORT","84138100","Pumps","PUMP",350369,"Other products","Other products ","Other Imports"
"IMPORT","95073000","Fishing reels","REELS",349140,"Other products","Other products ","Other Imports"
"IMPORT","84271000","Self-propelled works trucks powered by an electric motor","ELECTRIC FORKLIFT",344548,"Other products","Other products ","Other Imports"
"IMPORT","95079000","Other","FISHING LURE AND ACCESSORIES",344499,"Other products","Other products ","Other Imports"
"IMPORT","33061000","Dentifrices","TOOTH PASTE",344415,"Other products","Other products ","Other Imports"
"IMPORT","84272000","Other selfpropelled trucks","DIESEL FORKLIFT",343824,"Other products","Other products ","Other Imports"
"IMPORT","85045000","Other inductors","POWER SUPPLY - TENSOR",342560,"Other products","Other products ","Other Imports"
"IMPORT","40169300","Gaskets, washers and other seals","SEAL KITS",342189,"Other products","Other products ","Other Imports"
"IMPORT","82084000","For agricultural, horticultural or forestry machines","SAWBLADE",340372,"Other products","Other products ","Other Imports"
"IMPORT","20039000","Other","CHAMPIGNON",339978,"Other products","Other products ","Other Imports"
"IMPORT","19012000","Mixes and doughs for preparation of bakers' wares of 19.05","GH CAKE MIXES",339671,"Other products","Other products ","Other Imports"
"IMPORT","29224200","Glutamic acid and its salts","MSG",337191,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","OTHER CORDIAL  FOODS PREPAS",336862,"Other products","Other products ","Other Imports"
"IMPORT","42029900","Other","VOLKANO ORTHOPAEDIC BACKPACKL",336681,"Other products","Other products ","Other Imports"
"IMPORT","84669200","For machines of heading No.84.65","PARTS",335570,"Other products","Other products ","Other Imports"
"IMPORT","87120000","Bicycles and other cycles, (including delivery tricycles), not motorized.","BICYCLE",335369,"Other products","Other products ","Other Imports"
"IMPORT","85363000","Other apparatus for protecting electrical circuits","ADAPTABLE BOX",335211,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","OTHER PROTEINS",333606,"Other products","Other products ","Other Imports"
"IMPORT","84596900","Other","HM-47B -MILL  DRIL",332792,"Other products","Other products ","Other Imports"
"IMPORT","07031000","Onions and shallots","ONION KG",332601,"Other products","Other products ","Other Imports"
"IMPORT","84199000","Parts","BTG12 SINGLE STAGE GAS BURNER",331952,"Other products","Other products ","Other Imports"
"IMPORT","38210000","Prepared culture media for development of micro-organisms...,","CBT-ECTC-MPN-100 WATER QUALITY TEST KIT",331157,"Other products","Other products ","Other Imports"
"IMPORT","85371000","For a voltage not exceeding 1,000 V","DISTRIBUTION BOX",330579,"Other products","Other products ","Other Imports"
"IMPORT","20052000","Potatoes","WEDGES",330414,"Other products","Other products ","Other Imports"
"IMPORT","84145100","Table, floor, wall... fans, with self-contained electric motor <=125w","FANS",330074,"Other products","Other products ","Other Imports"
"IMPORT","83014000","Other locks","SHORT BSET MORT DLOCK CYL",329388,"Other products","Other products ","Other Imports"
"IMPORT","38089400","Disinfectants","DISINFECTANT WIPES",328504,"Other products","Other products ","Other Imports"
"IMPORT","20055100","Beans, shelled","CANNED BAKED BEANS",326869,"Other products","Other products ","Other Imports"
"IMPORT","83014000","Other locks","INTERLOCK ADJUSTABLE ROLLER DOOR",326140,"Other products","Other products ","Other Imports"
"IMPORT","94041000","Mattress supports","DEUS BASE SINGLE/DOUBLE/QUEEN/KING",325657,"Other products","Other products ","Other Imports"
"IMPORT","85166000","Other ovens; cookers, cooking plates,  boiling rings, grillers and roasters","COOKERS",324485,"Other products","Other products ","Other Imports"
"IMPORT","96032100","Tooth brushes including dental-plate brushes","TOOTHBRUSH",323880,"Other products","Other products ","Other Imports"
"IMPORT","85369000","Other apparatus","ADAPTOR PLUG",322374,"Other products","Other products ","Other Imports"
"IMPORT","17041000","Chewing gum, whether or not sugar-coated","BALL GUM",321829,"Other products","Other products ","Other Imports"
"IMPORT","49030000","Children's picture, drawing or colouring books","COLOURING BOOKS",321157,"Other products","Other products ","Other Imports"
"IMPORT","85369000","Other apparatus","SWITCH COVER PLATE FLUSH",320823,"Other products","Other products ","Other Imports"
"IMPORT","04063000","Processed cheese, not grated or powdered","CHEESE DIPS 180G-200G",320233,"Other products","Other products ","Other Imports"
"IMPORT","02044200","Other cuts with bone in","LAMB FQ SHOULDER CHOPS MIDFIELD MEAT",319911,"Other products","Other products ","Other Imports"
"IMPORT","69010000","Bricks, blocks, tiles... of siliceous fossil meals or earths","CERAMIC TILE",318803,"Other products","Other products ","Other Imports"
"IMPORT","25010000","Salt (including table salt and denatured salt) and pure sodium chloride, NES","WATERSOFTENER SALT",317789,"Other products","Other products ","Other Imports"
"IMPORT","68052000","On a base of paper or paperboard only","SANDING DISC WHITE 125MM",316581,"Other products","Other products ","Other Imports"
"IMPORT","85068000","Other primary cells and primary batteries","ENERGIZER BATTERIES AA",314675,"Other products","Other products ","Other Imports"
"IMPORT","84733000","Parts and accessories of the machines of 84.71","SERVER /CPU",314367,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","INFUSION HERBAL TEA",312922,"Other products","Other products ","Other Imports"
"IMPORT","87089400","Steering wheels, steering columns and steering boxes; parts thereof","STEERING",312677,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","FROZEN  MEAT PIE AND OTHER PREPARED FOOD",312088,"Other products","Other products ","Other Imports"
"IMPORT","96190010","Non-reusable napkins (diapers)","DIAPER",311198,"Other products","Other products","Other Imports"
"IMPORT","42022900","Other","SHOPPING BAGS",310742,"Other products","Other products ","Other Imports"
"IMPORT","68149000","Other","Masonite",310730,"Other products","Other products ","Other Imports"
"IMPORT","39261000","Office or school supplies","OFFICE & SCHOOL SUPPLIERS",309480,"Other products","Other products ","Other Imports"
"IMPORT","94018000","Other seats","ENSHOLM CHR GREEN OUTDOOR AP",308948,"Other products","Other products ","Other Imports"
"IMPORT","18061000","Cocoa powder, containing added sugar or other sweetening matter","MILO & MILO 3 IN 1",308328,"Other products","Other products ","Other Imports"
"IMPORT","95066900","Other","BALL",308092,"Other products","Other products ","Other Imports"
"IMPORT","84798900","Other","TINTING MACHINE",307873,"Other products","Other products ","Other Imports"
"IMPORT","48236900","Other","TAKEAWAY BOX",307394,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","HM57 4.5MM-6MM EASIFIX PVC MOULDING 2400MM ",305881,"Other products","Other products ","Other Imports"
"IMPORT","07041000","Cauliflowers and headed broccoli","BROCCOLI KG",304835,"Other products","Other products ","Other Imports"
"IMPORT","52081900","Other fabrics","DOBBY CLOTH",304256,"Other products","Other products ","Other Imports"
"IMPORT","20051000","Homogenized vegetables","BABY FOODS",303845,"Other products","Other products ","Other Imports"
"IMPORT","04063000","Processed cheese, not grated or powdered","CHEESE DIPS 180G - 200G (SPX TRDER)",303437,"Other products","Other products ","Other Imports"
"IMPORT","86090000","Containers specially designed for transport by one or more methods...,","DRY U2550143 TSLU3944770",303142,"Other products","Other products ","Other Imports"
"IMPORT","40169100","Floor coverings and mats","FLOOR MAT",302895,"Other products","Other products ","Other Imports"
"IMPORT","85371000","For a voltage not exceeding 1,000 V","DISTRIBUTION BOX SHA-8 8WAYS IP65",301760,"Other products","Other products ","Other Imports"
"IMPORT","42050000","Articles of leather or of composition leather, nes","FLOOR LEATHER",300830,"Other products","Other products ","Other Imports"
"IMPORT","84733000","Parts and accessories of the machines of 84.71","HP USB C/A UNIVERSAL DOCK G2",300822,"Other products","Other products ","Other Imports"
"IMPORT","39259000","Builders' ware of plastics","PVC CEILLING",300159,"Other products","Other products ","Other Imports"
"IMPORT","09021000","Green tea (not fermented) in immediate packings of a content not exceeding 3kg","BFAST TEA",299937,"Other products","Other products ","Other Imports"
"IMPORT","08092900","Others","CHERRY KG",297894,"Other products","Other products ","Other Imports"
"IMPORT","83011000","Padlocks","BRASS PADLOCKS",297627,"Other products","Other products ","Other Imports"
"IMPORT","84818000","Other appliances","COIL DANFOSS PVEM 11-32V",297580,"Other products","Other products ","Other Imports"
"IMPORT","38229000","Other","POOL CLEANING KIT",297164,"Other products","Other products","Other Imports"
"IMPORT","70109000","Other","100ML AMBER GLASS PHARMACY BOTTLE",296901,"Other products","Other products ","Other Imports"
"IMPORT","94042100","Of cellular rubber or plastics, whether or not covered","MATTRESS",296829,"Other products","Other products ","Other Imports"
"IMPORT","08029100","Pine nuts","PINE NUT",296820,"Other products","Other products ","Other Imports"
"IMPORT","69010000","Bricks, blocks, tiles... of siliceous fossil meals or earths","TILE",296593,"Other products","Other products ","Other Imports"
"IMPORT","84314900","Other","EX200-5-TRAVEL REDUCTION",292704,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","CASINGS",292532,"Other products","Other products ","Other Imports"
"IMPORT","85311000","Burglar or fire alarms and similar apparatus","T1615MEP 16VAC 1500",292437,"Other products","Other products ","Other Imports"
"IMPORT","87088000","Suspension systems and parts thereof (including shock absorbers)","SHOCK ABSORBER",291298,"Other products","Other products ","Other Imports"
"IMPORT","39221000","Baths, shower-baths sinks and wash-basins.f plastics.","BASIN",290368,"Other products","Other products ","Other Imports"
"IMPORT","20081900","Other, including mixtures","DINGDONG MIXED NUTS",289981,"Other products","Other products ","Other Imports"
"IMPORT","85044000","Static converters","UPS DS-UPS600",288027,"Other products","Other products ","Other Imports"
"IMPORT","87150000","Baby carriages and parts thereof","BABY CARRIAGES",287213,"Other products","Other products ","Other Imports"
"IMPORT","85044000","Static converters","OUTBACK POWER INVERTER /CHARGER",286769,"Other products","Other products ","Other Imports"
"IMPORT","85389000","Other","WALL BOX MOUNTING BLOCK",286670,"Other products","Other products ","Other Imports"
"IMPORT","95051000","Articles for christmas festivities","BALLOONS",286434,"Other products","Other products ","Other Imports"
"IMPORT","39264000","Statuettes and other ornamental articles","ARTIFICIAL PINK TULIPS POTTED GIFT",286287,"Other products","Other products ","Other Imports"
"IMPORT","85131010","Solar powered","SOLAR LIGHT",286100,"Other products","Other products ","Other Imports"
"IMPORT","04049000","Other","WHEY POWDER",285754,"Other products","Other products ","Other Imports"
"IMPORT","08051000","Oranges","ORANGE",285525,"Other products","Other products ","Other Imports"
"IMPORT","44199000","Other","WOODEN PLATES",285449,"Wood and articles of wood; wood charcoal","Other products ","Other Imports"
"IMPORT","46012900","Other","CLIMBING MAT",284549,"Other products","Other products ","Other Imports"
"IMPORT","48201000","Registers, account books,order and receipt books, letter pads....,","MARINE STYLE COLLECTION STICKY NOTES",283764,"Other products","Other products ","Other Imports"
"IMPORT","59039000","Other","PVC GUSSET",283706,"Other products","Other products ","Other Imports"
"IMPORT","48109900","Other","COLOR BOARD PAPER <160  230>",282898,"Other products","Other products ","Other Imports"
"IMPORT","84136000","Other rotary positive displacement pumps","PUMP",282667,"Other products","Other products ","Other Imports"
"IMPORT","96161000","Scent sprays and similar toilet sprays, and mounts and heads therefore","BLACK SERUM PUMP WITH CLEAR OVERCAP",282205,"Other products","Other products ","Other Imports"
"IMPORT","48194000","Other sacks and bags, including cones","926898 PAP BAG GRPROF WHT HOT CHIPS",281900,"Other products","Other products ","Other Imports"
"IMPORT","85131090","Other","TORCH",281853,"Other products","Other products ","Other Imports"
"IMPORT","34011900","Other","BATH SAOP",281428,"Other products","Other products ","Other Imports"
"IMPORT","84145900","Other","HAIKU FAN",281349,"Other products","Other products ","Other Imports"
"IMPORT","84439900","Other","RIBBON & PARTS",281298,"Other products","Other products ","Other Imports"
"IMPORT","40169300","Gaskets, washers and other seals","GASKET ROCKER LEVER HOUSING AFTERMARKET ",281114,"Other products","Other products ","Other Imports"
"IMPORT","02032900","Other","FROZEN  PORK  BACON",280352,"Other products","Other products ","Other Imports"
"IMPORT","08051000","Oranges","ORANGE KG  (MORCO)",279668,"Other products","Other products ","Other Imports"
"IMPORT","84138100","Pumps","DAVIES MULTIPRO 5 PRESURE",277435,"Other products","Other products ","Other Imports"
"IMPORT","34011900","Other","WHITEN SOAP",276918,"Other products","Other products ","Other Imports"
"IMPORT","42021200","With outer surface of plastic or of textiles materials","SUITCASE",275956,"Other products","Other products ","Other Imports"
"IMPORT","85131090","Other","FLASHLIGHT",275903,"Other products","Other products ","Other Imports"
"IMPORT","84221100","Of the household type","DISHWASHER -13P/S WHITE",274826,"Other products","Other products ","Other Imports"
"IMPORT","15171000","Margarine, excluding liquid margarine","FROZEN  BUTTER  SHEETS",274470,"Other products","Other products ","Other Imports"
"IMPORT","07096000","Fruits of genus Capiscum or of the genus Pimenta","CAPSICUMS KG",273733,"Other products","Other products ","Other Imports"
"IMPORT","95069900","Other","SWIMMING POOL",272310,"Other products","Other products ","Other Imports"
"IMPORT","85071000","Lead-acid, of a kind used for starting piston engines","KARA CAR BATTERY",271699,"Other products","Other products ","Other Imports"
"IMPORT","95030000","Tricycles, scooters, pedal cars toys, etc; dolls' carriages; toys; recre...puzzels ...","TOY",271408,"Other products","Other products ","Other Imports"
"IMPORT","96039000","Other","FEATHER DUSTERS AND SQEEGEES",270550,"Other products","Other products ","Other Imports"
"IMPORT","85102000","Hair clippers","HAIR CLIPPER",270484,"Other products","Other products ","Other Imports"
"IMPORT","84314900","Other","EXCAVATOR RAKE",269482,"Other products","Other products ","Other Imports"
"IMPORT","29369000","Other vitamins (incl. natural concentrates), nes","DIETARY SUPPLEMENTS",269330,"Other products","Other products ","Other Imports"
"IMPORT","84431900","Other","29*38 5 IN 1 HEAT PRESS",269013,"Other products","Other products ","Other Imports"
"IMPORT","90318000","Other instruments, appliances machines","MEASURING OR CHECKING INSTRUMENTS AND ",267839,"Other products","Other products ","Other Imports"
"IMPORT","90279000","Microtomes; parts and accessories","XN CHECK LEVEL",267678,"Other products","Other products ","Other Imports"
"IMPORT","02043000","Carcasses and half-carcasses of lamb, frozen","LAMB",267263,"Other products","Other products ","Other Imports"
"IMPORT","95062900","Other","INFLATABLE POOL FLOATS",267033,"Other products","Other products ","Other Imports"
"IMPORT","07142000","Sweet potatoes","SWEET POTATOES 2.5KG",266614,"Other products","Other products ","Other Imports"
"IMPORT","84145100","Table, floor, wall... fans, with self-contained electric motor <=125w","CEILING FAN",266532,"Other products","Other products ","Other Imports"
"IMPORT","85287200","Other, colour","TV",265914,"Other products","Other products ","Other Imports"
"IMPORT","86090000","Containers specially designed for transport by one or more methods...,","CONTAINER MBFU",265408,"Other products","Other products ","Other Imports"
"IMPORT","21039000","Other","SAUCES/SEASONNING",265284,"Other products","Other products ","Other Imports"
"IMPORT","38229000","Other","ABL90 SOLUTION, TESTS",264261,"Other products","Other products","Other Imports"
"IMPORT","39199000","Other","PALLET WRAP",262329,"Other products","Other products ","Other Imports"
"IMPORT","69111000","Tableware and kitchenware","COFFEE CUPS",262308,"Other products","Other products ","Other Imports"
"IMPORT","52103900","Other fabrics","CALICO",262303,"Other products","Other products ","Other Imports"
"IMPORT","39189000","Of other plastics","Plastic tile",262160,"Other products","Other products ","Other Imports"
"IMPORT","94051900","Other","FLUORO BATTEN",262101,"Other products","Other products ","Other Imports"
"IMPORT","96039000","Other","MOPS/SQUEEGEES AND BRUSH",261979,"Other products","Other products ","Other Imports"
"IMPORT","09019000","Other","INDOCAFE FINE BLEND",261134,"Coffee, all types","Other products ","Other Imports"
"IMPORT","20029000","Other","TOMATO PASTE",260522,"Other products","Other products ","Other Imports"
"IMPORT","74111000","Of refined copper","PRE-INSULATED COPPER TUBE",260379,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","PLASTIC KITCHEN WARE",259470,"Other products","Other products ","Other Imports"
"IMPORT","96100000","Slates and boards, with writing or drawing surfaces, whether or not framed.","WHITE BOARD",259426,"Other products","Other products ","Other Imports"
"IMPORT","85094000","Food grinders and mixers; fruit or vegetable juice extractors","BLENDER, JUICER",259025,"Other products","Other products ","Other Imports"
"IMPORT","95066200","Inflatable","INFLATABLE",258941,"Other products","Other products ","Other Imports"
"IMPORT","87087000","Road wheels and parts and accessories thereof","RIMS, NUTS AND TUBELESS TYRE",258260,"Other products","Other products ","Other Imports"
"IMPORT","29034500","1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2- tetrafluoroethane (HFC-134)","REFRIGERATION GAS - R134A",257751,"Other products","Other products","Other Imports"
"IMPORT","84748000","Other machinery","BRICK MACHINE",257742,"Other products","Other products ","Other Imports"
"IMPORT","87083000","Brakes and servo-brakes and parts thereof","BRAKES AND PARTS",257506,"Other products","Other products ","Other Imports"
"IMPORT","95062900","Other","MASK AND SNORKEL",257429,"Other products","Other products ","Other Imports"
"IMPORT","96039000","Other","CLEANING TOOLS",254594,"Other products","Other products ","Other Imports"
"IMPORT","20081900","Other, including mixtures","CASHEW/ALMONDS/PEANUTS ETC...",254514,"Other products","Other products ","Other Imports"
"IMPORT","85159000","Parts","HYPERTHERM SMARTSYNC CARTRIDGE85A / 105A",254221,"Other products","Other products ","Other Imports"
"IMPORT","66019900","Other","UMBRELLAS",254188,"Other products","Other products ","Other Imports"
"IMPORT","34012000","Soap in other forms","DISHWASHING LIQUIDS",253376,"Other products","Other products ","Other Imports"
"IMPORT","85163100","Hair dryers","HAIR DRYER",252922,"Other products","Other products ","Other Imports"
"IMPORT","29362900","Other vitamins and their derivatives, unmixed, nes","VITAMINS OTHER",252741,"Other products","Other products ","Other Imports"
"IMPORT","39191000","In rolls of width =<20cm","THERMAFLASH WINDOW FLASHING TAPE",252508,"Other products","Other products ","Other Imports"
"IMPORT","39229000","Other","LEAF SCOOP / LEAF RAK AND SUPA SKIMMERS",252434,"Other products","Other products ","Other Imports"
"IMPORT","71012200","Worked","PEARL NUGGETS, SEMI-DRILLED DROP SHAPE ",252400,"Other products","Other products ","Other Imports"
"IMPORT","95079000","Other","COPPER CLIP/OCT SKIRT ETC..",251677,"Other products","Other products ","Other Imports"
"IMPORT","95071000","Fishing rods","FISHING RODS",251355,"Other products","Other products ","Other Imports"
"IMPORT","32141000","Glaziers'& grafting putty, resin cements,caulking comp's & othr mastics; painters'flg's","FILLER",249329,"Other products","Other products ","Other Imports"
"IMPORT","69059000","Other","STONE BEIGE TILE",249032,"Other products","Other products ","Other Imports"
"IMPORT","84146000","Hoods having a maximum horizontal side not exceeding 120 cm","P/BOARD HMR WHITE 2400MMX1200MM",248689,"Other products","Other products ","Other Imports"
"IMPORT","12099100","Vegetable seeds","SEEDS",248224,"Other products","Other products ","Other Imports"
"IMPORT","68042200","Of other agglomerated abrasives or of ceramics","CUTTING DISC",247915,"Other products","Other products ","Other Imports"
"IMPORT","85182100","Single loudspeakers, mounted in their enclosures","AUDIO",246270,"Other products","Other products ","Other Imports"
"IMPORT","09109900","Other","CURRY POWDER",245360,"Other products","Other products ","Other Imports"
"IMPORT","07019000","Other potatoes, fresh or chilled","POTATOE",245240,"Other products","Other products ","Other Imports"
"IMPORT","34052000","Polishes, creams and similar preparations for maintenance of woodwork","MR SHEEN",244368,"Other products","Other products ","Other Imports"
"IMPORT","09109900","Other","921627 COCONUT CREAM 400ML",244006,"Other products","Other products ","Other Imports"
"IMPORT","70199000","Other","GLASS MEDIA FILTER",243950,"Other products","Other products ","Other Imports"
"IMPORT","56081900","Other","CARGO NET HEAVY DUTY",243486,"Other products","Other products ","Other Imports"
"IMPORT","85258900","Other","CHANNEL CCTV",243413,"Other products","Other products ","Other Imports"
"IMPORT","65040000","Hats and other headgear, plaited or assembled by strips of any material","CAPS",243360,"Other products","Other products ","Other Imports"
"IMPORT","07109000","Mixtures of vegetables","MIXED VEGETABLES",243102,"Other products","Other products ","Other Imports"
"IMPORT","24049900","Other","NICOTINE",242938,"Other products","Other products ","Other Imports"
