"","HS.Code","HS.Code_6","CE.CD","CO","SITC_1","HS.Code_2","Office","Reg.Ref","Reg..Date","Type","CP4","CP3","Declarant","Con_cod","Con...Exp.name","Shipper...Buyer.name","Itm..","SITC","PRF","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","Wgt..Gross","Wgt..Net","Pkg..","Pkg..type","Supp.Qty","Supp","TOD","Stat..Value","IMD","VAT","IEX","DEX","EXD","OED","RawDataRowID","HS.Code_4","SITC_3","Year","Month","Day","Mode.of.Transport","HS.Section","SITC.description","IMPORT.CTY.CD","CTY_Origin","IMPORT.COUNTRY","IMPORT.REGION","IMPORT.REG.","IMPORT.PARTNER.COUNTRIES","CTY_Dest","EXPORT.CTY.CD","EXPORT.COUNTRY","EXPORT.REGION","EXPORT.REG.","EXPORT.PARTNER.COUNTRIES","TAR_ALL","TAR_DSC","Principle.Exports","Principle.ReExports","Principle.Imports","Classifications.Combined","Unit.Qty","Import.Duty.Rate","BEC4","Description","CommodityType","Unhealthy.Focus.Food.Category","Food.sub.category","Product"
"1461","19053100",190531,"KR","KR",0,19,"SSEA","2021 / C / 1906",2021-12-09,"IM / 4",4000,0,266664,"800932","MILLENIUM COMMUNITY ","AUTO K 
",9,48.42,NA,"Sweet biscuits","COOKIES CHOCO","1","1","0","Enclosure; ","1","KGM","FOB",4573,"455","755","0",0,0,0,1606,1905,48,2021,"December",9,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","KR","KR","KOREA, REPUBLIC OF","ASIA",3,"KOREA, REPUBLIC OF","KR","KR","KOREA, REPUBLIC OF","ASIA",3,"KOREA, REPUBLIC OF","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1462","19053100",190531,"CN","CN",0,19,"SSEA","2021 / C / 1861",2021-12-07,"IM / 4",4000,0,266664,"809072-01","VALIANT LEUNG STORE
","N.G. OVERSEAS TRADING ",5,48.42,NA,"Sweet biscuits","SWEET BISCUIT","10","10","0","Enclosure; ","10","KGM","CIF",304,"30","50","0",0,0,0,869,1905,48,2021,"December",7,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1463","19053100",190531,"FR","FR",0,19,"VSEA","2021 / C / 8483",2021-12-29,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","GEPROCOR
",85,48.42,NA,"Sweet biscuits","MC VITIES SABLE","17.7","17.7","0","Unpacked or ","17.7","KGM","FOB",5663,"565","935","0",0,0,0,14986,1905,48,2021,"December",29,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","FR","FR","FRANCE","EUROPE",4,"FRANCE","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1464","19053100",190531,"FJ","FJ",0,19,"SSEA","2021 / C / 1934",2021-12-20,"IM / 4",4000,0,105091,"105091","LO SIN CHIAO
","FMF FOODS LTD
",12,48.42,"MSG","Sweet biscuits","SWEET BISCUIT","11,011.00","7,277.00","1,478","Cartons","7,277.00","KGM","FOB",2083502,"0","312,525.00","0",0,0,0,2034,1905,48,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1465","19053100",190531,"CN","CN",0,19,"SSEA","2021 / C / 1795",2021-12-02,"IM / 4",4000,0,266664,"801782","LO YING CHEE
","NG OVERSEAS TRADING CO
",18,48.42,NA,"Sweet biscuits","SWEET BISCUITS","1.56","1.56","0","Enclosure; ","1.56","KGM","CIF",546,"55","90","0",0,0,0,184,1905,48,2021,"December",2,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1466","19053100",190531,"FR","FR",0,19,"VSEA","2021 / C / 8483",2021-12-29,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","GEPROCOR
",90,48.42,NA,"Sweet biscuits","T.BUDGET GAUFRETTE VANILLE 200","41.32","41.32","0","Unpacked or ","41.32","KGM","FOB",13224,"1,320.00","2,180.00","0",0,0,0,14991,1905,48,2021,"December",29,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","FR","FR","FRANCE","EUROPE",4,"FRANCE","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1467","19053100",190531,"FJ","FJ",0,19,"VSEA","2021 / C / 8022",2021-12-21,"IM / 4",4000,0,357386,"141057","PUNJAS (VANUATU) LTD
","PUNJA LTD
",2,48.42,"MSG","Sweet biscuits","MILK AWRROROT SCOTH FINGER FRESH CHOP ","4,214.50","4,214.50","910","Various, ie. ","4,214.50","KGM","FOB",148850,"0","22,330.00","0",0,0,0,11617,1905,48,2021,"December",21,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1468","19053100",190531,"FJ","FJ",0,19,"SSEA","2021 / C / 1940",2021-12-20,"IM / 4",4000,0,266664,"141057","PUNJAS (VANUATU) LTD
","PUNJAS PTE LIMITED 
",3,48.42,"MSG","Sweet biscuits","PUNJAS SWEET BISCUITS","2,306.50","2,306.50","0","Enclosure; ","2,306.50","KGM","FOB",856400,"0","128,460.00","0",0,0,0,2074,1905,48,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1469","19053100",190531,"AU","MY",0,19,"VSEA","2021 / C / 8238",2021-12-23,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","SUNDARJEE BROS AUST ",2,48.42,NA,"Sweet biscuits","SWEET BISCUITS 135G-210G","813.28","813.28","105","Cartons","813.28","KGM","FOB",182600,"18,260.00","30,130.00","0",0,0,0,12869,1905,48,2021,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1470","19053100",190531,"FJ","FJ",0,19,"SSEA","2021 / C / 1934",2021-12-20,"IM / 4",4000,0,105091,"105091","LO SIN CHIAO
","FMF FOODS LTD
",5,48.42,"MSG","Sweet biscuits","SWEET BISCUIT","7,297.00","4,172.00","1,050","Cartons","4,172.00","KGM","FOB",1289919,"0","193,490.00","0",0,0,0,2027,1905,48,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1471","19053100",190531,"FR","VR",0,19,"VSEA","2021 / C / 8483",2021-12-29,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","GEPROCOR
",108,48.42,NA,"Sweet biscuits","TWIX TP 10 BIS POCKET","27.06","27.06","0","Unpacked or ","27.06","KGM","FOB",8660,"865","1,430.00","0",0,0,0,15010,1905,48,2021,"December",29,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","VR","VR","VARIOUS","VARIOUS",6,"OTHERS","FR","FR","FRANCE","EUROPE",4,"FRANCE","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1472","19053100",190531,"SG","SG",0,19,"SSEA","2021 / C / 2033",2021-12-29,"IM / 4",4000,0,803753,"126254","ESAH CORPORATION
","ESFIRA PTE LTD # 2088
",17,48.42,NA,"Sweet biscuits","SWEET BISCUITS (4DZ/86GRM)","3,158.27","3,158.27","0","Various, ie. ","3,158.27","KGM","CIF",152559,"15,255.00","25,170.00","0",0,0,0,2794,1905,48,2021,"December",29,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","SG","SG","SINGAPORE","ASIA",3,"SINGAPORE","SG","SG","SINGAPORE","ASIA",3,"SINGAPORE","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1473","19053100",190531,"SG","SG",0,19,"VSEA","2021 / C / 7811",2021-12-15,"IM / 4",4000,0,803753,"126254","ESAH CORPORATION
","ESFIRA PTE LTD # 2043
",10,48.42,NA,"Sweet biscuits","ASSORTED  FLAVOUR CREAM SWEET BISCUITS ","4,367.85","4,367.85","0","Various, ie. ","4,367.85","KGM","CIF",146882,"14,690.00","24,235.00","0",0,0,0,10403,1905,48,2021,"December",15,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","SG","SG","SINGAPORE","ASIA",3,"SINGAPORE","SG","SG","SINGAPORE","ASIA",3,"SINGAPORE","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1474","19053100",190531,"CN","CN",0,19,"VSEA","2021 / C / 7565",2021-12-01,"IM / 4",4000,0,204718,"315441","LAO LI STORE
","SHENZHEN ",8,48.42,NA,"Sweet biscuits","BISCUITS","196.63","196.63","0","Enclosure; ","196.63","KGM","CFR",10253,"1,025.00","1,690.00","0",0,0,0,7967,1905,48,2021,"December",1,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1475","19053100",190531,"ID","ID",0,19,"SSEA","2021 / C / 1967",2021-12-22,"IM / 4",4000,0,266664,"504418","CENTURY STORE
","PT. AURY MAKMUR
",2,48.42,NA,"Sweet biscuits","SWEET BISCUITS","730.21","730.21","0","Enclosure; ","730.21","KGM","FOB",222791,"22,280.00","36,760.00","0",0,0,0,2423,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","ID","ID","INDONESIA","ASIA",3,"INDONESIA","ID","ID","INDONESIA","ASIA",3,"INDONESIA","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1476","19053100",190531,"ID","ID",0,19,"SSEA","2021 / C / 1969",2021-12-22,"IM / 4",4000,0,266664,"801782","LO YING CHEE
","PT CIPTA ANGGUN LESTARI
",9,48.42,NA,"Sweet biscuits","SWEET BISCUITS","1,959.23","1,959.23","0","Enclosure; ","1,959.23","KGM","FOB",161179,"16,120.00","26,595.00","0",0,0,0,2456,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","ID","ID","INDONESIA","ASIA",3,"INDONESIA","ID","ID","INDONESIA","ASIA",3,"INDONESIA","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1477","19053100",190531,"HK","CN",0,19,"VSEA","2021 / C / 8074",2021-12-21,"IM / 4",4000,0,233921,"400954","MAGENTA HOLDINGS ","ASIAPRODUCTS IMMPORT & ",8,48.42,NA,"Sweet biscuits","CHOCOLATE COOKIES","3,054.00","3,054.00","70","Cartons","3,054.00","KGM","FOB",44967,"4,495.00","7,420.00","0",0,0,0,12001,1905,48,2021,"December",21,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","HK","HK","HONG KONG","ASIA",3,"HONG KONG","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1478","19053100",190531,"NZ","NZ",0,19,"VSEA","2021 / C / 8108",2021-12-22,"IM / 4",4000,0,803753,"494133","INFLUENCE BIO CONCEPT
","VARIOUS SUPPLIERS
",12,48.42,NA,"Sweet biscuits","COCONUT ROLLS ORIGINAL","25.82","25.82","0","Unpacked or ","25.82","KGM","FOB",42639,"4,265.00","7,035.00","0",0,0,0,12274,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1479","19053100",190531,"AU","AU",0,19,"VSEA","2021 / C / 7653",2021-12-03,"IM / 4",4000,0,233921,"579993","YOSMOL TRADING
","VARIOUS SUPPLIERS
",4,48.42,NA,"Sweet biscuits","BISCUIT","12","9","0","Enclosure; ","12","KGM","CIF",5849,"585","965","0",0,0,0,8787,1905,48,2021,"December",3,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1480","19053100",190531,"SG","SG",0,19,"VSEA","2021 / C / 7943",2021-12-20,"IM / 4",4000,0,233921,"400954","MAGENTA HOLDINGS ","AQUILA INTERNATIONAL ",2,48.42,NA,"Sweet biscuits","TRENTO CHOCOLATE WAFER","4,442.77","4,442.77","900","Cartons","4,442.77","KGM","FOB",1347328,"134,735.00","222,310.00","0",0,0,0,11075,1905,48,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","SG","SG","SINGAPORE","ASIA",3,"SINGAPORE","SG","SG","SINGAPORE","ASIA",3,"SINGAPORE","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1481","19053100",190531,"AU","AU",0,19,"SSEA","2021 / C / 1957",2021-12-22,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","HENRY CUMINES PTY. LTD
",16,48.42,NA,"Sweet biscuits","CHOC BISCUIT","119","119","0","Enclosure; ","119","KGM","FOB",78990,"7,900.00","13,035.00","0",0,0,0,2245,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1482","19053100",190531,"PH","PH",0,19,"SSEA","2021 / C / 1960",2021-12-22,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","MANRIQUE GLOBAL ",3,48.42,NA,"Sweet biscuits","OREO BISCUIT","81","81","0","Enclosure; ","81","KGM","FOB",21013,"2,100.00","3,465.00","0",0,0,0,2363,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1483","19053100",190531,"FJ","FJ",0,19,"VSEA","2021 / C / 8313",2021-12-24,"IM / 4",4000,0,357386,"141057","PUNJAS (VANUATU) LTD
","PUNJAS LTD 
",4,48.42,"MSG","Sweet biscuits","SWEET BISCUIT","3,452.95","3,452.95","0","Various, ie. ","3,452.95","KGM","FOB",1095885,"0","164,385.00","0",0,0,0,13412,1905,48,2021,"December",24,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1484","19053100",190531,"CN","CN",0,19,"VSEA","2021 / C / 8327",2021-12-28,"IM / 4",4000,0,204718,"141497","MOK STORE
","GUANZHOU JOINFULL ",19,48.42,NA,"Sweet biscuits","Biscuits","18.51","18","0","Enclosure; ","18","KGM","CIF",2071,"205","340","0",0,0,0,13647,1905,48,2021,"December",28,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1485","19053100",190531,"AU","AU",0,19,"VSEA","2021 / C / 7639",2021-12-02,"IM / 4",4000,0,100955,"100955","THE DRUG STORE
","METCASH FOOD & ",4,48.42,NA,"Sweet biscuits","OTHER SWEET BISCUITS","128.87","128.87","0","Enclosure; ","712","KGM","FOB",177986,"17,800.00","29,370.00","0",0,0,0,8523,1905,48,2021,"December",2,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1486","19053100",190531,"AE","AE",0,19,"VSEA","2021 / C / 7532",2021-12-01,"IM / 4",4000,0,357386,"141057","PUNJAS (VANUATU) LTD
","SEVILLE PRODUCTS (L.L.C) ",3,48.42,NA,"Sweet biscuits","OTHER SWEET BISCUITS TIFANNY","1,098.00","1,098.00","0","Unpacked or ","1,098.00","KGM","FOB",136937,"13,695.00","22,595.00","0",0,0,0,7717,1905,48,2021,"December",1,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AE","AE","UNITED ARAB EMIRATES","ASIA",3,"OTHERS","AE","AE","UNITED ARAB EMIRATES","ASIA",3,"OTHERS","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1487","19053100",190531,"CN","CN",0,19,"VSEA","2021 / C / 7565",2021-12-01,"IM / 4",4000,0,204718,"315441","LAO LI STORE
","SHENZHEN ",44,48.42,NA,"Sweet biscuits","ORION BISCUIT","24.58","24.58","0","Enclosure; ","24.58","KGM","CFR",1282,"130","210","0",0,0,0,8003,1905,48,2021,"December",1,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1488","19053100",190531,"FR","FR",0,19,"VSEA","2021 / C / 8500",2021-12-30,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","SOGEDIAL EXPLOITATION
",9,48.42,NA,"Sweet biscuits","BISCUITS","310.19","310.19","68","Cartons","310.19","KGM","FOB",150714,"15,070.00","24,870.00","0",0,0,0,15484,1905,48,2021,"December",30,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","FR","FR","FRANCE","EUROPE",4,"FRANCE","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1489","19053100",190531,"TH","TH",0,19,"VSEA","2021 / C / 7560",2021-12-01,"IM / 4",4000,0,150417,"490201","THAIWANA
","WONNAPOB CO LTD
",2,48.42,NA,"Sweet biscuits","SNACKS","40","40","67","Unpacked or ","67","KGM","FOB",2567,"255","425","0",0,0,0,7935,1905,48,2021,"December",1,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","TH","TH","THAILAND","ASIA",3,"THAILAND","TH","TH","THAILAND","ASIA",3,"THAILAND","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1490","19053100",190531,"AU","AU",0,19,"SSEA","2021 / C / 1957",2021-12-22,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","HENRY CUMINES PTY. LTD
",48,48.42,NA,"Sweet biscuits","SWEETS","14","14","0","Enclosure; ","14","KGM","FOB",12195,"1,220.00","2,010.00","0",0,0,0,2278,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sweet biscuits","Sweet biscuits","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","10",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
