HS.Code_6,BEC4,Description
480459,22,intermediate goods
480511,22,intermediate goods
480512,22,intermediate goods
480519,22,intermediate goods
480524,22,intermediate goods
480525,22,intermediate goods
480530,22,intermediate goods
480540,22,intermediate goods
480550,22,intermediate goods
480591,22,intermediate goods
480592,22,intermediate goods
480593,22,intermediate goods
480610,22,intermediate goods
480620,22,intermediate goods
480630,22,intermediate goods
480640,22,intermediate goods
480700,22,intermediate goods
480810,22,intermediate goods
480840,22,intermediate goods
480890,22,intermediate goods
480920,22,intermediate goods
480990,22,intermediate goods
481013,22,intermediate goods
481014,22,intermediate goods
481019,22,intermediate goods
481022,22,intermediate goods
481029,22,intermediate goods
481031,22,intermediate goods
481032,22,intermediate goods
481039,22,intermediate goods
481092,22,intermediate goods
481099,22,intermediate goods
481110,22,intermediate goods
481141,22,intermediate goods
481149,22,intermediate goods
481151,22,intermediate goods
481159,22,intermediate goods
481160,22,intermediate goods
481190,22,intermediate goods
481200,22,intermediate goods
481310,63,Consumption goods
481320,22,intermediate goods
481390,22,intermediate goods
481420,22,intermediate goods
481490,22,intermediate goods
481620,22,intermediate goods
481690,22,intermediate goods
481710,63,Consumption goods
481720,63,Consumption goods
481730,63,Consumption goods
481810,63,Consumption goods
481820,63,Consumption goods
481830,63,Consumption goods
481850,63,Consumption goods
481890,63,Consumption goods
481910,22,intermediate goods
481920,22,intermediate goods
481930,22,intermediate goods
481940,22,intermediate goods
481950,22,intermediate goods
481960,22,intermediate goods
482010,22,intermediate goods
482020,63,Consumption goods
482030,22,intermediate goods
482040,22,intermediate goods
482050,63,Consumption goods
482090,22,intermediate goods
482110,22,intermediate goods
482190,22,intermediate goods
482210,22,intermediate goods
482290,22,intermediate goods
482320,22,intermediate goods
482340,22,intermediate goods
482361,63,Consumption goods
482369,63,Consumption goods
482370,22,intermediate goods
482390,22,intermediate goods
490110,63,Consumption goods
490191,63,Consumption goods
490199,63,Consumption goods
490210,63,Consumption goods
490290,63,Consumption goods
490300,63,Consumption goods
490400,62,Consumption goods
490510,62,Consumption goods
490591,63,Consumption goods
490599,63,Consumption goods
490600,22,intermediate goods
490700,22,intermediate goods
490810,22,intermediate goods
490890,63,Consumption goods
490900,63,Consumption goods
491000,63,Consumption goods
491110,22,intermediate goods
491191,63,Consumption goods
491199,22,intermediate goods
500100,21,intermediate goods
500200,22,intermediate goods
500300,21,intermediate goods
500400,22,intermediate goods
500500,22,intermediate goods
500600,63,Consumption goods
500710,22,intermediate goods
500720,22,intermediate goods
500790,22,intermediate goods
510111,21,intermediate goods
510119,21,intermediate goods
510121,21,intermediate goods
510129,21,intermediate goods
510130,21,intermediate goods
510211,21,intermediate goods
510219,21,intermediate goods
510220,21,intermediate goods
510310,21,intermediate goods
510320,21,intermediate goods
510330,21,intermediate goods
510400,21,intermediate goods
510510,22,intermediate goods
510521,22,intermediate goods
510529,22,intermediate goods
510531,22,intermediate goods
510539,22,intermediate goods
510540,22,intermediate goods
510610,22,intermediate goods
510620,22,intermediate goods
510710,22,intermediate goods
510720,22,intermediate goods
510810,22,intermediate goods
510820,22,intermediate goods
510910,63,Consumption goods
510990,63,Consumption goods
511000,22,intermediate goods
511111,22,intermediate goods
511119,22,intermediate goods
511120,22,intermediate goods
511130,22,intermediate goods
511190,22,intermediate goods
511211,22,intermediate goods
511219,22,intermediate goods
511220,22,intermediate goods
511230,22,intermediate goods
511290,22,intermediate goods
511300,22,intermediate goods
520100,21,intermediate goods
520210,21,intermediate goods
520291,21,intermediate goods
520299,21,intermediate goods
520300,22,intermediate goods
520411,22,intermediate goods
520419,22,intermediate goods
520420,63,Consumption goods
520511,22,intermediate goods
520512,22,intermediate goods
520513,22,intermediate goods
520514,22,intermediate goods
520515,22,intermediate goods
520521,22,intermediate goods
520522,22,intermediate goods
520523,22,intermediate goods
520524,22,intermediate goods
520526,22,intermediate goods
520527,22,intermediate goods
520528,22,intermediate goods
520531,22,intermediate goods
520532,22,intermediate goods
520533,22,intermediate goods
520534,22,intermediate goods
520535,22,intermediate goods
520541,22,intermediate goods
520542,22,intermediate goods
520543,22,intermediate goods
520544,22,intermediate goods
520546,22,intermediate goods
520547,22,intermediate goods
520548,22,intermediate goods
520611,22,intermediate goods
520612,22,intermediate goods
520613,22,intermediate goods
520614,22,intermediate goods
520615,22,intermediate goods
520621,22,intermediate goods
520622,22,intermediate goods
520623,22,intermediate goods
520624,22,intermediate goods
520625,22,intermediate goods
520631,22,intermediate goods
520632,22,intermediate goods
520633,22,intermediate goods
520634,22,intermediate goods
520635,22,intermediate goods
520641,22,intermediate goods
520642,22,intermediate goods
520643,22,intermediate goods
520644,22,intermediate goods
520645,22,intermediate goods
520710,63,Consumption goods
520790,63,Consumption goods
520811,22,intermediate goods
520812,22,intermediate goods
520813,22,intermediate goods
520819,22,intermediate goods
520821,22,intermediate goods
520822,22,intermediate goods
520823,22,intermediate goods
520829,22,intermediate goods
520831,22,intermediate goods
520832,22,intermediate goods
520833,22,intermediate goods
520839,22,intermediate goods
520841,22,intermediate goods
520842,22,intermediate goods
520843,22,intermediate goods
520849,22,intermediate goods
520851,22,intermediate goods
520852,22,intermediate goods
520859,22,intermediate goods
520911,22,intermediate goods
520912,22,intermediate goods
520919,22,intermediate goods
520921,22,intermediate goods
520922,22,intermediate goods
520929,22,intermediate goods
520931,22,intermediate goods
520932,22,intermediate goods
520939,22,intermediate goods
520941,22,intermediate goods
520942,22,intermediate goods
520943,22,intermediate goods
520949,22,intermediate goods
520951,22,intermediate goods
520952,22,intermediate goods
520959,22,intermediate goods
521011,22,intermediate goods
521019,22,intermediate goods
521021,22,intermediate goods
521029,22,intermediate goods
521031,22,intermediate goods
521032,22,intermediate goods
521039,22,intermediate goods
521041,22,intermediate goods
521049,22,intermediate goods
521051,22,intermediate goods
521059,22,intermediate goods
521111,22,intermediate goods
521112,22,intermediate goods
521119,22,intermediate goods
521120,22,intermediate goods
521131,22,intermediate goods
521132,22,intermediate goods
521139,22,intermediate goods
521141,22,intermediate goods
521142,22,intermediate goods
521143,22,intermediate goods
521149,22,intermediate goods
521151,22,intermediate goods
521152,22,intermediate goods
521159,22,intermediate goods
521211,22,intermediate goods
521212,22,intermediate goods
521213,22,intermediate goods
521214,22,intermediate goods
521215,22,intermediate goods
521221,22,intermediate goods
521222,22,intermediate goods
521223,22,intermediate goods
521224,22,intermediate goods
521225,22,intermediate goods
530110,21,intermediate goods
530121,22,intermediate goods
530129,22,intermediate goods
530130,21,intermediate goods
530210,21,intermediate goods
530290,21,intermediate goods
530310,21,intermediate goods
530390,21,intermediate goods
530500,21,intermediate goods
530610,22,intermediate goods
530620,22,intermediate goods
530710,22,intermediate goods
530720,22,intermediate goods
530810,22,intermediate goods
530820,22,intermediate goods
530890,22,intermediate goods
530911,22,intermediate goods
530919,22,intermediate goods
530921,22,intermediate goods
530929,22,intermediate goods
531010,22,intermediate goods
531090,22,intermediate goods
531100,22,intermediate goods
540110,22,intermediate goods
540120,22,intermediate goods
540211,22,intermediate goods
540219,22,intermediate goods
540220,22,intermediate goods
540231,22,intermediate goods
540232,22,intermediate goods
540233,22,intermediate goods
540234,22,intermediate goods
540239,22,intermediate goods
540244,22,intermediate goods
540245,22,intermediate goods
540246,22,intermediate goods
540247,22,intermediate goods
540248,22,intermediate goods
540249,22,intermediate goods
540251,22,intermediate goods
540252,22,intermediate goods
540259,22,intermediate goods
540261,22,intermediate goods
540262,22,intermediate goods
540269,22,intermediate goods
540310,22,intermediate goods
540331,22,intermediate goods
540332,22,intermediate goods
540333,22,intermediate goods
540339,22,intermediate goods
540341,22,intermediate goods
540342,22,intermediate goods
540349,22,intermediate goods
540411,22,intermediate goods
540412,22,intermediate goods
540419,22,intermediate goods
540490,22,intermediate goods
540500,22,intermediate goods
540600,63,Consumption goods
540710,22,intermediate goods
540720,22,intermediate goods
540730,22,intermediate goods
540741,22,intermediate goods
540742,22,intermediate goods
540743,22,intermediate goods
540744,22,intermediate goods
540751,22,intermediate goods
540752,22,intermediate goods
540753,22,intermediate goods
540754,22,intermediate goods
540761,22,intermediate goods
540769,22,intermediate goods
540771,22,intermediate goods
540772,22,intermediate goods
540773,22,intermediate goods
540774,22,intermediate goods
540781,22,intermediate goods
540782,22,intermediate goods
540783,22,intermediate goods
540784,22,intermediate goods
540791,22,intermediate goods
540792,22,intermediate goods
540793,22,intermediate goods
540794,22,intermediate goods
540810,22,intermediate goods
540821,22,intermediate goods
540822,22,intermediate goods
540823,22,intermediate goods
540824,22,intermediate goods
540831,22,intermediate goods
540832,22,intermediate goods
540833,22,intermediate goods
540834,22,intermediate goods
550110,22,intermediate goods
550120,22,intermediate goods
550130,22,intermediate goods
550140,22,intermediate goods
550190,22,intermediate goods
550200,22,intermediate goods
550311,22,intermediate goods
550319,22,intermediate goods
550320,22,intermediate goods
550330,22,intermediate goods
550340,22,intermediate goods
550390,22,intermediate goods
550410,22,intermediate goods
550490,22,intermediate goods
550510,21,intermediate goods
550520,21,intermediate goods
550610,22,intermediate goods
550620,22,intermediate goods
550630,22,intermediate goods
550690,22,intermediate goods
550700,22,intermediate goods
550810,22,intermediate goods
550820,22,intermediate goods
550911,22,intermediate goods
550912,22,intermediate goods
550921,22,intermediate goods
550922,22,intermediate goods
550931,22,intermediate goods
550932,22,intermediate goods
550941,22,intermediate goods
550942,22,intermediate goods
550951,22,intermediate goods
550952,22,intermediate goods
550953,22,intermediate goods
550959,22,intermediate goods
550961,22,intermediate goods
550962,22,intermediate goods
550969,22,intermediate goods
550991,22,intermediate goods
550992,22,intermediate goods
550999,22,intermediate goods
551011,22,intermediate goods
551012,22,intermediate goods
551020,22,intermediate goods
551030,22,intermediate goods
551090,22,intermediate goods
551110,63,Consumption goods
551120,63,Consumption goods
551130,63,Consumption goods
551211,22,intermediate goods
551219,22,intermediate goods
551221,22,intermediate goods
551229,22,intermediate goods
551291,22,intermediate goods
551299,22,intermediate goods
551311,22,intermediate goods
551312,22,intermediate goods
551313,22,intermediate goods
551319,22,intermediate goods
551321,22,intermediate goods
551323,22,intermediate goods
551329,22,intermediate goods
551331,22,intermediate goods
551339,22,intermediate goods
551341,22,intermediate goods
551349,22,intermediate goods
551411,22,intermediate goods
551412,22,intermediate goods
551419,22,intermediate goods
551421,22,intermediate goods
551422,22,intermediate goods
551423,22,intermediate goods
551429,22,intermediate goods
551430,22,intermediate goods
551441,22,intermediate goods
551442,22,intermediate goods
551443,22,intermediate goods
551449,22,intermediate goods
551511,22,intermediate goods
551512,22,intermediate goods
551513,22,intermediate goods
551519,22,intermediate goods
551521,22,intermediate goods
551522,22,intermediate goods
551529,22,intermediate goods
551591,22,intermediate goods
551599,22,intermediate goods
551611,22,intermediate goods
551612,22,intermediate goods
551613,22,intermediate goods
551614,22,intermediate goods
551621,22,intermediate goods
551622,22,intermediate goods
551623,22,intermediate goods
551624,22,intermediate goods
551631,22,intermediate goods
551632,22,intermediate goods
551633,22,intermediate goods
551634,22,intermediate goods
551641,22,intermediate goods
551642,22,intermediate goods
551643,22,intermediate goods
551644,22,intermediate goods
551691,22,intermediate goods
551692,22,intermediate goods
551693,22,intermediate goods
551694,22,intermediate goods
560121,22,intermediate goods
560122,22,intermediate goods
560129,22,intermediate goods
560130,22,intermediate goods
560210,22,intermediate goods
560221,22,intermediate goods
560229,22,intermediate goods
560290,22,intermediate goods
560311,22,intermediate goods
560312,22,intermediate goods
560313,22,intermediate goods
560314,22,intermediate goods
560391,22,intermediate goods
560392,22,intermediate goods
560393,22,intermediate goods
560394,22,intermediate goods
560410,22,intermediate goods
560490,22,intermediate goods
560500,22,intermediate goods
560600,22,intermediate goods
560721,22,intermediate goods
560729,22,intermediate goods
560741,22,intermediate goods
560749,22,intermediate goods
560750,22,intermediate goods
560790,22,intermediate goods
560811,22,intermediate goods
560819,22,intermediate goods
560890,22,intermediate goods
560900,22,intermediate goods
570110,61,Consumption goods
570190,61,Consumption goods
570210,61,Consumption goods
570220,61,Consumption goods
570231,61,Consumption goods
570232,61,Consumption goods
570239,61,Consumption goods
570241,61,Consumption goods
570242,61,Consumption goods
570249,61,Consumption goods
570250,61,Consumption goods
570291,61,Consumption goods
570292,61,Consumption goods
570299,61,Consumption goods
570310,61,Consumption goods
570320,61,Consumption goods
570330,61,Consumption goods
570390,61,Consumption goods
570410,61,Consumption goods
570490,61,Consumption goods
570500,61,Consumption goods
580110,22,intermediate goods
580121,22,intermediate goods
580122,22,intermediate goods
580123,22,intermediate goods
580126,22,intermediate goods
580127,22,intermediate goods
580131,22,intermediate goods
580132,22,intermediate goods
580133,22,intermediate goods
580136,22,intermediate goods
580137,22,intermediate goods
580190,22,intermediate goods
580211,22,intermediate goods
580219,22,intermediate goods
580220,22,intermediate goods
580230,22,intermediate goods
580300,22,intermediate goods
580410,22,intermediate goods
580421,22,intermediate goods
580429,22,intermediate goods
580430,22,intermediate goods
580500,62,Consumption goods
580610,22,intermediate goods
580620,22,intermediate goods
580631,22,intermediate goods
580632,22,intermediate goods
580639,22,intermediate goods
580640,22,intermediate goods
580710,22,intermediate goods
580790,22,intermediate goods
580810,22,intermediate goods
580890,22,intermediate goods
580900,22,intermediate goods
581010,22,intermediate goods
581091,22,intermediate goods
581092,22,intermediate goods
581099,22,intermediate goods
581100,22,intermediate goods
590110,22,intermediate goods
590190,22,intermediate goods
590210,22,intermediate goods
590220,22,intermediate goods
590290,22,intermediate goods
590310,22,intermediate goods
590320,22,intermediate goods
590390,22,intermediate goods
590410,61,Consumption goods
590490,61,Consumption goods
590500,22,intermediate goods
590610,22,intermediate goods
590691,22,intermediate goods
590699,22,intermediate goods
590700,22,intermediate goods
590800,22,intermediate goods
590900,42,intermediate goods
591000,42,intermediate goods
591110,42,intermediate goods
591120,42,intermediate goods
591131,42,intermediate goods
591132,42,intermediate goods
591140,42,intermediate goods
591190,42,intermediate goods
600110,22,intermediate goods
600121,22,intermediate goods
600122,22,intermediate goods
600129,22,intermediate goods
600191,22,intermediate goods
600192,22,intermediate goods
600199,22,intermediate goods
600240,22,intermediate goods
600290,22,intermediate goods
600310,22,intermediate goods
600320,22,intermediate goods
600330,22,intermediate goods
600340,22,intermediate goods
600390,22,intermediate goods
600410,22,intermediate goods
600490,22,intermediate goods
600521,22,intermediate goods
600522,22,intermediate goods
600523,22,intermediate goods
600524,22,intermediate goods
600531,22,intermediate goods
600532,22,intermediate goods
600533,22,intermediate goods
600534,22,intermediate goods
600541,22,intermediate goods
600542,22,intermediate goods
600543,22,intermediate goods
600544,22,intermediate goods
600590,22,intermediate goods
600610,22,intermediate goods
600621,22,intermediate goods
600622,22,intermediate goods
600623,22,intermediate goods
600624,22,intermediate goods
600631,22,intermediate goods
600632,22,intermediate goods
600633,22,intermediate goods
600634,22,intermediate goods
600641,22,intermediate goods
600642,22,intermediate goods
600643,22,intermediate goods
600644,22,intermediate goods
600690,22,intermediate goods
610120,62,Consumption goods
610130,62,Consumption goods
610190,62,Consumption goods
610210,62,Consumption goods
610220,62,Consumption goods
610230,62,Consumption goods
610290,62,Consumption goods
610310,62,Consumption goods
610322,62,Consumption goods
610323,62,Consumption goods
610329,62,Consumption goods
610331,62,Consumption goods
610332,62,Consumption goods
610333,62,Consumption goods
610339,62,Consumption goods
610341,62,Consumption goods
610342,62,Consumption goods
610343,62,Consumption goods
610349,62,Consumption goods
610413,62,Consumption goods
610419,62,Consumption goods
610422,62,Consumption goods
610423,62,Consumption goods
610429,62,Consumption goods
610431,62,Consumption goods
610432,62,Consumption goods
610433,62,Consumption goods
610439,62,Consumption goods
610441,62,Consumption goods
610442,62,Consumption goods
610443,62,Consumption goods
610444,62,Consumption goods
610449,62,Consumption goods
610451,62,Consumption goods
610452,62,Consumption goods
610453,62,Consumption goods
610459,62,Consumption goods
610461,62,Consumption goods
610462,62,Consumption goods
610463,62,Consumption goods
610469,62,Consumption goods
610510,62,Consumption goods
610520,62,Consumption goods
610590,62,Consumption goods
610610,62,Consumption goods
610620,62,Consumption goods
610690,62,Consumption goods
610711,63,Consumption goods
610712,63,Consumption goods
610719,63,Consumption goods
610721,63,Consumption goods
610722,63,Consumption goods
610729,63,Consumption goods
610791,63,Consumption goods
610799,63,Consumption goods
610811,63,Consumption goods
610819,63,Consumption goods
610821,63,Consumption goods
610822,63,Consumption goods
610829,63,Consumption goods
610831,63,Consumption goods
610832,63,Consumption goods
610839,63,Consumption goods
610891,63,Consumption goods
610892,63,Consumption goods
610899,63,Consumption goods
610910,63,Consumption goods
610990,63,Consumption goods
611011,62,Consumption goods
611012,62,Consumption goods
611019,62,Consumption goods
611020,62,Consumption goods
611030,62,Consumption goods
611090,62,Consumption goods
611120,62,Consumption goods
611130,62,Consumption goods
611190,62,Consumption goods
611211,62,Consumption goods
611212,62,Consumption goods
611219,62,Consumption goods
611220,62,Consumption goods
611231,62,Consumption goods
611239,62,Consumption goods
611241,62,Consumption goods
611249,62,Consumption goods
611300,62,Consumption goods
611420,62,Consumption goods
611430,62,Consumption goods
611490,62,Consumption goods
611510,63,Consumption goods
611521,63,Consumption goods
611522,63,Consumption goods
611529,63,Consumption goods
611530,63,Consumption goods
611594,63,Consumption goods
611595,63,Consumption goods
611596,63,Consumption goods
611599,63,Consumption goods
611610,63,Consumption goods
611691,63,Consumption goods
611692,63,Consumption goods
611693,63,Consumption goods
611699,63,Consumption goods
611710,62,Consumption goods
611780,63,Consumption goods
611790,63,Consumption goods
620111,62,Consumption goods
620112,62,Consumption goods
620113,62,Consumption goods
620119,62,Consumption goods
620191,62,Consumption goods
620192,62,Consumption goods
620193,62,Consumption goods
620199,62,Consumption goods
620211,62,Consumption goods
620212,62,Consumption goods
620213,62,Consumption goods
620219,62,Consumption goods
620291,62,Consumption goods
620292,62,Consumption goods
620293,62,Consumption goods
620299,62,Consumption goods
620311,62,Consumption goods
620312,62,Consumption goods
620319,62,Consumption goods
620322,62,Consumption goods
620323,62,Consumption goods
620329,62,Consumption goods
620331,62,Consumption goods
620332,62,Consumption goods
620333,62,Consumption goods
620339,62,Consumption goods
620341,62,Consumption goods
620342,62,Consumption goods
620343,62,Consumption goods
620349,62,Consumption goods
620411,62,Consumption goods
620412,62,Consumption goods
620413,62,Consumption goods
620419,62,Consumption goods
620421,62,Consumption goods
620422,62,Consumption goods
620423,62,Consumption goods
620429,62,Consumption goods
620431,62,Consumption goods
620432,62,Consumption goods
620433,62,Consumption goods
620439,62,Consumption goods
620441,62,Consumption goods
620442,62,Consumption goods
620443,62,Consumption goods
620444,62,Consumption goods
620449,62,Consumption goods
620451,62,Consumption goods
620452,62,Consumption goods
620453,62,Consumption goods
620459,62,Consumption goods
620461,62,Consumption goods
620462,62,Consumption goods
620463,62,Consumption goods
620469,62,Consumption goods
620520,62,Consumption goods
620530,62,Consumption goods
620590,62,Consumption goods
620610,62,Consumption goods
620620,62,Consumption goods
620630,62,Consumption goods
620640,62,Consumption goods
620690,62,Consumption goods
620711,63,Consumption goods
620719,63,Consumption goods
620721,63,Consumption goods
620722,63,Consumption goods
620729,63,Consumption goods
620791,63,Consumption goods
620799,63,Consumption goods
620811,63,Consumption goods
620819,63,Consumption goods
620821,63,Consumption goods
620822,63,Consumption goods
620829,63,Consumption goods
620891,63,Consumption goods
620892,63,Consumption goods
620899,63,Consumption goods
620920,62,Consumption goods
620930,62,Consumption goods
620990,62,Consumption goods
621010,62,Consumption goods
621020,62,Consumption goods
621030,62,Consumption goods
621040,62,Consumption goods
621050,62,Consumption goods
621111,62,Consumption goods
621112,62,Consumption goods
621120,62,Consumption goods
621132,62,Consumption goods
621133,62,Consumption goods
621139,62,Consumption goods
621142,62,Consumption goods
621143,62,Consumption goods
621149,62,Consumption goods
621210,63,Consumption goods
621220,63,Consumption goods
621230,63,Consumption goods
621290,63,Consumption goods
621320,63,Consumption goods
621390,63,Consumption goods
621410,63,Consumption goods
621420,63,Consumption goods
621430,63,Consumption goods
621440,63,Consumption goods
621490,63,Consumption goods
621510,63,Consumption goods
621520,63,Consumption goods
621590,63,Consumption goods
621600,63,Consumption goods
621710,63,Consumption goods
621790,63,Consumption goods
630110,62,Consumption goods
630120,62,Consumption goods
630130,62,Consumption goods
630140,62,Consumption goods
630190,62,Consumption goods
630210,62,Consumption goods
630221,62,Consumption goods
630222,62,Consumption goods
630229,62,Consumption goods
630231,62,Consumption goods
630232,62,Consumption goods
630239,62,Consumption goods
630240,62,Consumption goods
630251,62,Consumption goods
630253,62,Consumption goods
630259,62,Consumption goods
630260,62,Consumption goods
630291,62,Consumption goods
630293,62,Consumption goods
630299,62,Consumption goods
630312,62,Consumption goods
630319,62,Consumption goods
630391,62,Consumption goods
630392,62,Consumption goods
630399,62,Consumption goods
630411,62,Consumption goods
630419,62,Consumption goods
630491,62,Consumption goods
630492,62,Consumption goods
630493,62,Consumption goods
630499,62,Consumption goods
630510,22,intermediate goods
630520,22,intermediate goods
630532,22,intermediate goods
630533,22,intermediate goods
630539,22,intermediate goods
630590,22,intermediate goods
630612,22,intermediate goods
630619,22,intermediate goods
630622,62,Consumption goods
630629,62,Consumption goods
630630,62,Consumption goods
630640,62,Consumption goods
630690,62,Consumption goods
630710,62,Consumption goods
630720,62,Consumption goods
630790,62,Consumption goods
630800,62,Consumption goods
630900,21,intermediate goods
631010,21,intermediate goods
631090,21,intermediate goods
640110,62,Consumption goods
640192,62,Consumption goods
640199,62,Consumption goods
640212,62,Consumption goods
640219,62,Consumption goods
640220,62,Consumption goods
640291,62,Consumption goods
640299,62,Consumption goods
640312,62,Consumption goods
640319,62,Consumption goods
640320,62,Consumption goods
640340,62,Consumption goods
640351,62,Consumption goods
640359,62,Consumption goods
640391,62,Consumption goods
640399,62,Consumption goods
640411,62,Consumption goods
640419,62,Consumption goods
640420,62,Consumption goods
640510,62,Consumption goods
640520,62,Consumption goods
640590,62,Consumption goods
640610,62,Consumption goods
640620,62,Consumption goods
640690,62,Consumption goods
650100,22,intermediate goods
650200,22,intermediate goods
650400,62,Consumption goods
650500,62,Consumption goods
650610,62,Consumption goods
650691,62,Consumption goods
650699,62,Consumption goods
650700,22,intermediate goods
660110,62,Consumption goods
660191,62,Consumption goods
660199,62,Consumption goods
660200,62,Consumption goods
660320,22,intermediate goods
660390,22,intermediate goods
670100,22,intermediate goods
670210,22,intermediate goods
670290,22,intermediate goods
670300,22,intermediate goods
670411,62,Consumption goods
670419,62,Consumption goods
670420,62,Consumption goods
670490,62,Consumption goods
680100,22,intermediate goods
680210,22,intermediate goods
680221,22,intermediate goods
680223,22,intermediate goods
680229,22,intermediate goods
680291,22,intermediate goods
680292,22,intermediate goods
680293,22,intermediate goods
680299,22,intermediate goods
680300,22,intermediate goods
680410,22,intermediate goods
680421,22,intermediate goods
680422,22,intermediate goods
680423,22,intermediate goods
680430,63,Consumption goods
680510,22,intermediate goods
680520,22,intermediate goods
680530,22,intermediate goods
680610,22,intermediate goods
680620,22,intermediate goods
680690,22,intermediate goods
680710,22,intermediate goods
680790,22,intermediate goods
680800,22,intermediate goods
680911,22,intermediate goods
680919,22,intermediate goods
680990,22,intermediate goods
681011,22,intermediate goods
681019,22,intermediate goods
681091,22,intermediate goods
681099,22,intermediate goods
681140,22,intermediate goods
681181,22,intermediate goods
681182,22,intermediate goods
681189,22,intermediate goods
681280,22,intermediate goods
681291,22,intermediate goods
681292,22,intermediate goods
681293,22,intermediate goods
681299,22,intermediate goods
681320,22,intermediate goods
681381,22,intermediate goods
681389,22,intermediate goods
681410,22,intermediate goods
681490,22,intermediate goods
681510,22,intermediate goods
681520,22,intermediate goods
681591,22,intermediate goods
681599,22,intermediate goods
690100,22,intermediate goods
690210,22,intermediate goods
690220,22,intermediate goods
690290,22,intermediate goods
690310,22,intermediate goods
690320,22,intermediate goods
690390,22,intermediate goods
690410,22,intermediate goods
690490,22,intermediate goods
690510,22,intermediate goods
690590,22,intermediate goods
690600,22,intermediate goods
690710,22,intermediate goods
690790,22,intermediate goods
690810,22,intermediate goods
690890,22,intermediate goods
690911,22,intermediate goods
690912,22,intermediate goods
690919,22,intermediate goods
690990,22,intermediate goods
691010,22,intermediate goods
691090,22,intermediate goods
691110,62,Consumption goods
691190,62,Consumption goods
691200,62,Consumption goods
691310,62,Consumption goods
691390,62,Consumption goods
691410,22,intermediate goods
691490,22,intermediate goods
700100,21,intermediate goods
700210,22,intermediate goods
700220,22,intermediate goods
700231,22,intermediate goods
700232,22,intermediate goods
700239,22,intermediate goods
700312,22,intermediate goods
700319,22,intermediate goods
700320,22,intermediate goods
700330,22,intermediate goods
700420,22,intermediate goods
700490,22,intermediate goods
700510,22,intermediate goods
700521,22,intermediate goods
700529,22,intermediate goods
700530,22,intermediate goods
700600,22,intermediate goods
700711,22,intermediate goods
700719,22,intermediate goods
700721,22,intermediate goods
700729,22,intermediate goods
700800,22,intermediate goods
700910,22,intermediate goods
700991,22,intermediate goods
700992,22,intermediate goods
701010,22,intermediate goods
701020,22,intermediate goods
701090,22,intermediate goods
701110,22,intermediate goods
701120,22,intermediate goods
701190,22,intermediate goods
701310,62,Consumption goods
701322,62,Consumption goods
701328,62,Consumption goods
701333,62,Consumption goods
701337,62,Consumption goods
701341,62,Consumption goods
701342,62,Consumption goods
701349,62,Consumption goods
701391,62,Consumption goods
701399,62,Consumption goods
701400,22,intermediate goods
701510,22,intermediate goods
701590,22,intermediate goods
701610,22,intermediate goods
701690,22,intermediate goods
701710,22,intermediate goods
701720,22,intermediate goods
701790,22,intermediate goods
701810,22,intermediate goods
701820,22,intermediate goods
701890,22,intermediate goods
701911,22,intermediate goods
701912,22,intermediate goods
701919,22,intermediate goods
701931,22,intermediate goods
701932,22,intermediate goods
701939,22,intermediate goods
701940,22,intermediate goods
701951,22,intermediate goods
701952,22,intermediate goods
701959,22,intermediate goods
701990,22,intermediate goods
702000,22,intermediate goods
710110,21,intermediate goods
710121,21,intermediate goods
710122,22,intermediate goods
710210,21,intermediate goods
710221,21,intermediate goods
710229,22,intermediate goods
710231,21,intermediate goods
710239,22,intermediate goods
710310,21,intermediate goods
710391,22,intermediate goods
710399,22,intermediate goods
710410,22,intermediate goods
710420,22,intermediate goods
710490,22,intermediate goods
710510,21,intermediate goods
710590,21,intermediate goods
710610,22,intermediate goods
710691,22,intermediate goods
710692,22,intermediate goods
710700,22,intermediate goods
710811,22,intermediate goods
710812,22,intermediate goods
710813,22,intermediate goods
710900,22,intermediate goods
711011,22,intermediate goods
711019,22,intermediate goods
711021,22,intermediate goods
711029,22,intermediate goods
711031,22,intermediate goods
711039,22,intermediate goods
711041,22,intermediate goods
711049,22,intermediate goods
711100,22,intermediate goods
711230,21,intermediate goods
711291,21,intermediate goods
711292,21,intermediate goods
711299,21,intermediate goods
711311,61,Consumption goods
711319,61,Consumption goods
711320,61,Consumption goods
711411,61,Consumption goods
711419,61,Consumption goods
711420,61,Consumption goods
711510,41,capital goods
711590,41,capital goods
711610,61,Consumption goods
711620,61,Consumption goods
711711,62,Consumption goods
711719,62,Consumption goods
711790,62,Consumption goods
711810,7,Goods not elsewhere specified
720110,22,intermediate goods
720120,22,intermediate goods
720150,22,intermediate goods
720211,22,intermediate goods
720219,22,intermediate goods
720221,22,intermediate goods
720229,22,intermediate goods
720230,22,intermediate goods
720241,22,intermediate goods
720249,22,intermediate goods
720250,22,intermediate goods
720260,22,intermediate goods
720270,22,intermediate goods
720280,22,intermediate goods
720291,22,intermediate goods
720292,22,intermediate goods
720293,22,intermediate goods
720299,22,intermediate goods
720310,22,intermediate goods
720390,22,intermediate goods
720410,21,intermediate goods
720421,21,intermediate goods
720429,21,intermediate goods
720430,21,intermediate goods
720441,21,intermediate goods
720449,21,intermediate goods
720450,21,intermediate goods
720510,22,intermediate goods
720521,22,intermediate goods
720529,22,intermediate goods
720610,22,intermediate goods
720690,22,intermediate goods
720711,22,intermediate goods
