HS.Code_6,BEC4,Description
853922,63,Consumption goods
853929,42,intermediate goods
853931,42,intermediate goods
853932,42,intermediate goods
853939,42,intermediate goods
853941,42,intermediate goods
853949,42,intermediate goods
853990,22,intermediate goods
854011,42,intermediate goods
854012,42,intermediate goods
854020,42,intermediate goods
854040,42,intermediate goods
854060,42,intermediate goods
854071,42,intermediate goods
854079,42,intermediate goods
854081,42,intermediate goods
854089,42,intermediate goods
854091,42,intermediate goods
854099,42,intermediate goods
854110,42,intermediate goods
854121,42,intermediate goods
854129,42,intermediate goods
854130,42,intermediate goods
854140,42,intermediate goods
854150,42,intermediate goods
854160,42,intermediate goods
854190,42,intermediate goods
854231,42,intermediate goods
854232,42,intermediate goods
854233,42,intermediate goods
854239,42,intermediate goods
854290,42,intermediate goods
854310,41,capital goods
854320,41,capital goods
854330,41,capital goods
854370,41,capital goods
854390,42,intermediate goods
854411,22,intermediate goods
854419,22,intermediate goods
854420,22,intermediate goods
854430,53,intermediate goods
854442,22,intermediate goods
854449,22,intermediate goods
854460,22,intermediate goods
854470,22,intermediate goods
854511,42,intermediate goods
854519,42,intermediate goods
854520,42,intermediate goods
854590,42,intermediate goods
854610,42,intermediate goods
854620,42,intermediate goods
854690,42,intermediate goods
854710,22,intermediate goods
854720,22,intermediate goods
854790,22,intermediate goods
854810,21,intermediate goods
854890,42,intermediate goods
860110,521,capital goods
860120,521,capital goods
860210,521,capital goods
860290,521,capital goods
860310,521,capital goods
860390,521,capital goods
860400,521,capital goods
860500,521,capital goods
860610,521,capital goods
860630,521,capital goods
860691,521,capital goods
860692,521,capital goods
860699,521,capital goods
860711,53,intermediate goods
860712,53,intermediate goods
860719,53,intermediate goods
860721,53,intermediate goods
860729,53,intermediate goods
860730,53,intermediate goods
860791,53,intermediate goods
860799,53,intermediate goods
860800,41,capital goods
860900,521,capital goods
870110,41,capital goods
870120,521,capital goods
870130,41,capital goods
870190,41,capital goods
870210,521,capital goods
870290,521,capital goods
870310,522,capital goods
870321,51,capital goods
870322,51,capital goods
870323,51,capital goods
870324,51,capital goods
870331,51,capital goods
870332,51,capital goods
870333,51,capital goods
870390,51,capital goods
870410,521,capital goods
870421,521,capital goods
870422,521,capital goods
870423,521,capital goods
870431,521,capital goods
870432,521,capital goods
870490,521,capital goods
870510,521,capital goods
870520,521,capital goods
870530,521,capital goods
870540,521,capital goods
870590,521,capital goods
870600,53,intermediate goods
870710,53,intermediate goods
870790,53,intermediate goods
870810,53,intermediate goods
870821,53,intermediate goods
870829,53,intermediate goods
870830,53,intermediate goods
870840,53,intermediate goods
870850,53,intermediate goods
870870,53,intermediate goods
870880,53,intermediate goods
870891,53,intermediate goods
870892,53,intermediate goods
870893,53,intermediate goods
870894,53,intermediate goods
870895,53,intermediate goods
870899,53,intermediate goods
870911,41,capital goods
870919,41,capital goods
870990,42,intermediate goods
871000,7,Goods not elsewhere specified
871110,522,capital goods
871120,522,capital goods
871130,522,capital goods
871140,522,capital goods
871150,522,capital goods
871190,522,capital goods
871200,522,capital goods
871310,522,capital goods
871390,522,capital goods
871410,53,intermediate goods
871420,53,intermediate goods
871491,53,intermediate goods
871492,53,intermediate goods
871493,53,intermediate goods
871494,53,intermediate goods
871495,53,intermediate goods
871496,53,intermediate goods
871499,53,intermediate goods
871500,61,Consumption goods
871610,522,capital goods
871620,521,capital goods
871631,521,capital goods
871639,521,capital goods
871640,521,capital goods
871680,521,capital goods
871690,53,intermediate goods
880100,522,capital goods
880211,521,capital goods
880212,521,capital goods
880220,522,capital goods
880230,521,capital goods
880240,521,capital goods
880260,521,capital goods
880310,53,intermediate goods
880320,53,intermediate goods
880330,53,intermediate goods
880390,53,intermediate goods
880400,7,Goods not elsewhere specified
880510,7,Goods not elsewhere specified
880521,7,Goods not elsewhere specified
880529,7,Goods not elsewhere specified
890110,521,capital goods
890120,521,capital goods
890130,521,capital goods
890190,521,capital goods
890200,521,capital goods
890310,522,capital goods
890391,522,capital goods
890392,522,capital goods
890399,522,capital goods
890400,521,capital goods
890510,41,capital goods
890520,41,capital goods
890590,41,capital goods
890610,7,Goods not elsewhere specified
890690,7,Goods not elsewhere specified
890710,522,capital goods
890790,41,capital goods
890800,21,intermediate goods
900110,22,intermediate goods
900120,22,intermediate goods
900130,63,Consumption goods
900140,22,intermediate goods
900150,22,intermediate goods
900190,22,intermediate goods
900211,22,intermediate goods
900219,22,intermediate goods
900220,22,intermediate goods
900290,22,intermediate goods
900311,22,intermediate goods
900319,22,intermediate goods
900390,22,intermediate goods
900410,62,Consumption goods
900490,62,Consumption goods
900510,61,Consumption goods
900580,41,capital goods
900590,42,intermediate goods
900610,41,capital goods
900630,41,capital goods
900640,41,capital goods
900651,61,Consumption goods
900652,61,Consumption goods
900653,61,Consumption goods
900659,61,Consumption goods
900661,42,intermediate goods
900669,42,intermediate goods
900691,22,intermediate goods
900699,22,intermediate goods
900710,41,capital goods
900720,41,capital goods
900791,42,intermediate goods
900792,42,intermediate goods
900850,41,capital goods
900890,42,intermediate goods
901010,41,capital goods
901050,41,capital goods
901060,41,capital goods
901090,42,intermediate goods
901110,41,capital goods
901120,41,capital goods
901180,41,capital goods
901190,42,intermediate goods
901210,41,capital goods
901290,42,intermediate goods
901310,41,capital goods
901320,41,capital goods
901380,41,capital goods
901390,42,intermediate goods
901410,41,capital goods
901420,41,capital goods
901480,41,capital goods
901490,42,intermediate goods
901510,41,capital goods
901520,41,capital goods
901530,41,capital goods
901540,41,capital goods
901580,41,capital goods
901590,42,intermediate goods
901600,41,capital goods
901710,41,capital goods
901720,41,capital goods
901730,41,capital goods
901780,41,capital goods
901790,42,intermediate goods
901811,41,capital goods
901812,41,capital goods
901813,41,capital goods
901814,41,capital goods
901819,41,capital goods
901820,41,capital goods
901831,22,intermediate goods
901832,22,intermediate goods
901839,22,intermediate goods
901841,41,capital goods
901849,41,capital goods
901850,41,capital goods
901890,41,capital goods
901910,41,capital goods
901920,41,capital goods
902000,41,capital goods
902110,62,Consumption goods
902121,61,Consumption goods
902129,61,Consumption goods
902131,61,Consumption goods
902139,61,Consumption goods
902140,61,Consumption goods
902150,61,Consumption goods
902190,61,Consumption goods
902212,41,capital goods
902213,41,capital goods
902214,41,capital goods
902219,41,capital goods
902221,41,capital goods
902229,41,capital goods
902230,42,intermediate goods
902290,42,intermediate goods
902300,41,capital goods
902410,41,capital goods
902480,41,capital goods
902490,42,intermediate goods
902511,41,capital goods
902519,41,capital goods
902580,41,capital goods
902590,42,intermediate goods
902610,41,capital goods
902620,41,capital goods
902680,41,capital goods
902690,42,intermediate goods
902710,41,capital goods
902720,41,capital goods
902730,41,capital goods
902750,41,capital goods
902780,41,capital goods
902790,41,capital goods
902810,41,capital goods
902820,41,capital goods
902830,41,capital goods
902890,42,intermediate goods
902910,41,capital goods
902920,41,capital goods
902990,42,intermediate goods
903010,41,capital goods
903020,41,capital goods
903031,41,capital goods
903032,41,capital goods
903033,41,capital goods
903039,41,capital goods
903040,41,capital goods
903082,41,capital goods
903084,41,capital goods
903089,41,capital goods
903090,42,intermediate goods
903110,41,capital goods
903120,41,capital goods
903141,41,capital goods
903149,41,capital goods
903180,41,capital goods
903190,42,intermediate goods
903210,41,capital goods
903220,41,capital goods
903281,41,capital goods
903289,41,capital goods
903290,42,intermediate goods
903300,42,intermediate goods
910111,61,Consumption goods
910119,61,Consumption goods
910121,61,Consumption goods
910129,61,Consumption goods
910191,61,Consumption goods
910199,61,Consumption goods
910211,61,Consumption goods
910212,61,Consumption goods
910219,61,Consumption goods
910221,61,Consumption goods
910229,61,Consumption goods
910291,61,Consumption goods
910299,61,Consumption goods
910310,61,Consumption goods
910390,61,Consumption goods
910400,53,intermediate goods
910511,61,Consumption goods
910519,61,Consumption goods
910521,61,Consumption goods
910529,61,Consumption goods
910591,61,Consumption goods
910599,61,Consumption goods
910610,41,capital goods
910690,41,capital goods
910700,41,capital goods
910811,22,intermediate goods
910812,22,intermediate goods
910819,22,intermediate goods
910820,22,intermediate goods
910890,22,intermediate goods
910910,22,intermediate goods
910990,22,intermediate goods
911011,22,intermediate goods
911012,22,intermediate goods
911019,22,intermediate goods
911090,22,intermediate goods
911110,22,intermediate goods
911120,22,intermediate goods
911180,22,intermediate goods
911190,22,intermediate goods
911220,22,intermediate goods
911290,22,intermediate goods
911310,62,Consumption goods
911320,62,Consumption goods
911390,62,Consumption goods
911410,22,intermediate goods
911430,22,intermediate goods
911440,22,intermediate goods
911490,22,intermediate goods
920110,61,Consumption goods
920120,61,Consumption goods
920190,61,Consumption goods
920210,61,Consumption goods
920290,61,Consumption goods
920510,61,Consumption goods
920590,61,Consumption goods
920600,61,Consumption goods
920710,61,Consumption goods
920790,61,Consumption goods
920810,61,Consumption goods
920890,61,Consumption goods
920930,22,intermediate goods
920991,22,intermediate goods
920992,22,intermediate goods
920994,22,intermediate goods
920999,22,intermediate goods
930110,7,Goods not elsewhere specified
930120,7,Goods not elsewhere specified
930190,7,Goods not elsewhere specified
930200,7,Goods not elsewhere specified
930310,61,Consumption goods
930320,61,Consumption goods
930330,61,Consumption goods
930390,41,capital goods
930400,61,Consumption goods
930510,7,Goods not elsewhere specified
930520,22,intermediate goods
930591,7,Goods not elsewhere specified
930599,7,Goods not elsewhere specified
930621,22,intermediate goods
930629,22,intermediate goods
930630,7,Goods not elsewhere specified
930690,7,Goods not elsewhere specified
930700,7,Goods not elsewhere specified
940110,53,intermediate goods
940120,53,intermediate goods
940130,41,capital goods
940140,61,Consumption goods
940151,62,Consumption goods
940159,62,Consumption goods
940161,61,Consumption goods
940169,61,Consumption goods
940171,61,Consumption goods
940179,61,Consumption goods
940180,41,capital goods
940190,22,intermediate goods
940210,41,capital goods
940290,41,capital goods
940310,41,capital goods
940320,41,capital goods
940330,41,capital goods
940340,61,Consumption goods
940350,61,Consumption goods
940360,61,Consumption goods
940370,61,Consumption goods
940381,22,intermediate goods
940389,22,intermediate goods
940390,61,Consumption goods
940410,62,Consumption goods
940421,62,Consumption goods
940429,62,Consumption goods
940430,62,Consumption goods
940490,62,Consumption goods
940510,22,intermediate goods
940520,62,Consumption goods
940530,63,Consumption goods
940540,22,intermediate goods
940550,22,intermediate goods
940560,22,intermediate goods
940591,22,intermediate goods
940592,22,intermediate goods
940599,22,intermediate goods
940600,22,intermediate goods
950300,62,Consumption goods
950420,62,Consumption goods
950430,41,capital goods
950440,63,Consumption goods
950450,62,Consumption goods
950490,41,capital goods
950510,63,Consumption goods
950590,63,Consumption goods
950611,62,Consumption goods
950612,62,Consumption goods
950619,62,Consumption goods
950621,62,Consumption goods
950629,62,Consumption goods
950631,62,Consumption goods
950632,63,Consumption goods
950639,62,Consumption goods
950640,62,Consumption goods
950651,62,Consumption goods
950659,62,Consumption goods
950661,63,Consumption goods
950662,62,Consumption goods
950669,62,Consumption goods
950670,62,Consumption goods
950691,62,Consumption goods
950699,62,Consumption goods
950710,62,Consumption goods
950720,63,Consumption goods
950730,62,Consumption goods
950790,62,Consumption goods
950810,41,capital goods
950890,41,capital goods
960110,62,Consumption goods
960190,62,Consumption goods
960200,62,Consumption goods
960310,22,intermediate goods
960321,63,Consumption goods
960329,63,Consumption goods
960330,63,Consumption goods
960340,22,intermediate goods
960350,22,intermediate goods
960390,22,intermediate goods
960400,22,intermediate goods
960500,62,Consumption goods
960610,22,intermediate goods
960621,22,intermediate goods
960622,22,intermediate goods
960629,22,intermediate goods
960630,22,intermediate goods
960711,22,intermediate goods
960719,22,intermediate goods
960720,22,intermediate goods
960810,63,Consumption goods
960820,63,Consumption goods
960830,63,Consumption goods
960840,63,Consumption goods
960850,63,Consumption goods
960860,22,intermediate goods
960891,22,intermediate goods
960899,22,intermediate goods
960910,63,Consumption goods
960920,63,Consumption goods
960990,63,Consumption goods
961000,62,Consumption goods
961100,22,intermediate goods
961210,22,intermediate goods
961220,22,intermediate goods
961310,63,Consumption goods
961320,62,Consumption goods
961380,62,Consumption goods
961390,22,intermediate goods
961400,62,Consumption goods
961511,62,Consumption goods
961519,62,Consumption goods
961590,62,Consumption goods
961610,62,Consumption goods
961620,63,Consumption goods
961700,62,Consumption goods
961800,41,capital goods
961900,63,Consumption goods
970110,62,Consumption goods
970190,63,Consumption goods
970200,61,Consumption goods
970300,61,Consumption goods
970400,61,Consumption goods
970500,61,Consumption goods
970600,61,Consumption goods
999999,7,Goods not elsewhere specified
